# G5V spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000872833
 3600.1      0.0000873700
 3600.2      0.0000874564
 3600.3      0.0000875431
 3600.4      0.0000876296
 3600.5      0.0000877162
 3600.6      0.0000878029
 3600.7      0.0000878893
 3600.8      0.0000879760
 3600.9      0.0000880624
 3601.0      0.0000881491
 3601.1      0.0000882357
 3601.2      0.0000883222
 3601.3      0.0000884089
 3601.4      0.0000884953
 3601.5      0.0000885819
 3601.6      0.0000886686
 3601.7      0.0000887550
 3601.8      0.0000888417
 3601.9      0.0000889281
 3602.0      0.0000890147
 3602.1      0.0000891013
 3602.2      0.0000891877
 3602.3      0.0000892743
 3602.4      0.0000893606
 3602.5      0.0000894472
 3602.6      0.0000895338
 3602.7      0.0000896202
 3602.8      0.0000897067
 3602.9      0.0000897931
 3603.0      0.0000898796
 3603.1      0.0000899662
 3603.2      0.0000900526
 3603.3      0.0000901392
 3603.4      0.0000902255
 3603.5      0.0000903121
 3603.6      0.0000903987
 3603.7      0.0000904850
 3603.8      0.0000905716
 3603.9      0.0000906579
 3604.0      0.0000907444
 3604.1      0.0000908309
 3604.2      0.0000909172
 3604.3      0.0000910037
 3604.4      0.0000910900
 3604.5      0.0000911765
 3604.6      0.0000912630
 3604.7      0.0000913493
 3604.8      0.0000914357
 3604.9      0.0000915220
 3605.0      0.0000916084
 3605.1      0.0000916949
 3605.2      0.0000917812
 3605.3      0.0000918676
 3605.4      0.0000919539
 3605.5      0.0000920403
 3605.6      0.0000921268
 3605.7      0.0000922130
 3605.8      0.0000922994
 3605.9      0.0000923856
 3606.0      0.0000924720
 3606.1      0.0000925584
 3606.2      0.0000926446
 3606.3      0.0000927310
 3606.4      0.0000928171
 3606.5      0.0000929035
 3606.6      0.0000929899
 3606.7      0.0000930760
 3606.8      0.0000931623
 3606.9      0.0000932485
 3607.0      0.0000933348
 3607.1      0.0000934212
 3607.2      0.0000935073
 3607.3      0.0000935937
 3607.4      0.0000936798
 3607.5      0.0000937662
 3607.6      0.0000938525
 3607.7      0.0000939387
 3607.8      0.0000940250
 3607.9      0.0000941112
 3608.0      0.0000941975
 3608.1      0.0000942838
 3608.2      0.0000943699
 3608.3      0.0000944563
 3608.4      0.0000945424
 3608.5      0.0000946287
 3608.6      0.0000947150
 3608.7      0.0000948011
 3608.8      0.0000948873
 3608.9      0.0000949734
 3609.0      0.0000950597
 3609.1      0.0000951585
 3609.2      0.0000952587
 3609.3      0.0000953591
 3609.4      0.0000954577
 3609.5      0.0000955531
 3609.6      0.0000956435
 3609.7      0.0000957270
 3609.8      0.0000958025
 3609.9      0.0000958677
 3610.0      0.0000959215
 3610.1      0.0000959568
 3610.2      0.0000959805
 3610.3      0.0000959942
 3610.4      0.0000959996
 3610.5      0.0000959983
 3610.6      0.0000959920
 3610.7      0.0000959825
 3610.8      0.0000959712
 3610.9      0.0000959599
 3611.0      0.0000959503
 3611.1      0.0000959532
 3611.2      0.0000959561
 3611.3      0.0000959590
 3611.4      0.0000959619
 3611.5      0.0000959648
 3611.6      0.0000959677
 3611.7      0.0000959706
 3611.8      0.0000959735
 3611.9      0.0000959764
 3612.0      0.0000959793
 3612.1      0.0000959822
 3612.2      0.0000959851
 3612.3      0.0000959879
 3612.4      0.0000959908
 3612.5      0.0000959936
 3612.6      0.0000959965
 3612.7      0.0000959994
 3612.8      0.0000960022
 3612.9      0.0000960051
 3613.0      0.0000960080
 3613.1      0.0000960109
 3613.2      0.0000960138
 3613.3      0.0000960167
 3613.4      0.0000960196
 3613.5      0.0000960225
 3613.6      0.0000960254
 3613.7      0.0000960283
 3613.8      0.0000960312
 3613.9      0.0000960341
 3614.0      0.0000960370
 3614.1      0.0000960399
 3614.2      0.0000960428
 3614.3      0.0000960457
 3614.4      0.0000960486
 3614.5      0.0000960515
 3614.6      0.0000960544
 3614.7      0.0000960573
 3614.8      0.0000960602
 3614.9      0.0000960631
 3615.0      0.0000960660
 3615.1      0.0000960688
 3615.2      0.0000960717
 3615.3      0.0000960746
 3615.4      0.0000960774
 3615.5      0.0000960803
 3615.6      0.0000960832
 3615.7      0.0000960861
 3615.8      0.0000960889
 3615.9      0.0000960918
 3616.0      0.0000960947
 3616.1      0.0000960976
 3616.2      0.0000961005
 3616.3      0.0000961034
 3616.4      0.0000961063
 3616.5      0.0000961092
 3616.6      0.0000961121
 3616.7      0.0000961150
 3616.8      0.0000961179
 3616.9      0.0000961208
 3617.0      0.0000961237
 3617.1      0.0000961266
 3617.2      0.0000961295
 3617.3      0.0000961324
 3617.4      0.0000961352
 3617.5      0.0000961381
 3617.6      0.0000961409
 3617.7      0.0000961438
 3617.8      0.0000961467
 3617.9      0.0000961495
 3618.0      0.0000961524
 3618.1      0.0000961553
 3618.2      0.0000961581
 3618.3      0.0000961610
 3618.4      0.0000961639
 3618.5      0.0000961667
 3618.6      0.0000961696
 3618.7      0.0000961725
 3618.8      0.0000961754
 3618.9      0.0000961783
 3619.0      0.0000961812
 3619.1      0.0000961841
 3619.2      0.0000961870
 3619.3      0.0000961899
 3619.4      0.0000961928
 3619.5      0.0000961958
 3619.6      0.0000961987
 3619.7      0.0000962016
 3619.8      0.0000962045
 3619.9      0.0000962074
 3620.0      0.0000962103
 3620.1      0.0000962131
 3620.2      0.0000962160
 3620.3      0.0000962188
 3620.4      0.0000962217
 3620.5      0.0000962245
 3620.6      0.0000962273
 3620.7      0.0000962302
 3620.8      0.0000962330
 3620.9      0.0000962358
 3621.0      0.0000962387
 3621.1      0.0000962415
 3621.2      0.0000962444
 3621.3      0.0000962473
 3621.4      0.0000962502
 3621.5      0.0000962531
 3621.6      0.0000962560
 3621.7      0.0000962588
 3621.8      0.0000962617
 3621.9      0.0000962646
 3622.0      0.0000962675
 3622.1      0.0000962704
 3622.2      0.0000962733
 3622.3      0.0000962761
 3622.4      0.0000962790
 3622.5      0.0000962819
 3622.6      0.0000962847
 3622.7      0.0000962876
 3622.8      0.0000962905
 3622.9      0.0000962933
 3623.0      0.0000962962
 3623.1      0.0000962991
 3623.2      0.0000963020
 3623.3      0.0000963049
 3623.4      0.0000963078
 3623.5      0.0000963107
 3623.6      0.0000963136
 3623.7      0.0000963165
 3623.8      0.0000963194
 3623.9      0.0000963222
 3624.0      0.0000963251
 3624.1      0.0000963280
 3624.2      0.0000963308
 3624.3      0.0000963337
 3624.4      0.0000963365
 3624.5      0.0000963393
 3624.6      0.0000963422
 3624.7      0.0000963450
 3624.8      0.0000963478
 3624.9      0.0000963507
 3625.0      0.0000963535
 3625.1      0.0000963564
 3625.2      0.0000963593
 3625.3      0.0000963622
 3625.4      0.0000963651
 3625.5      0.0000963680
 3625.6      0.0000963709
 3625.7      0.0000963737
 3625.8      0.0000963766
 3625.9      0.0000963795
 3626.0      0.0000963824
 3626.1      0.0000963853
 3626.2      0.0000963882
 3626.3      0.0000963911
 3626.4      0.0000963940
 3626.5      0.0000963969
 3626.6      0.0000963998
 3626.7      0.0000964027
 3626.8      0.0000964056
 3626.9      0.0000964085
 3627.0      0.0000964113
 3627.1      0.0000964142
 3627.2      0.0000964171
 3627.3      0.0000964199
 3627.4      0.0000964228
 3627.5      0.0000964256
 3627.6      0.0000964285
 3627.7      0.0000964313
 3627.8      0.0000964341
