# B3V spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000769550
 3600.1      0.0000769492
 3600.2      0.0000769435
 3600.3      0.0000769377
 3600.4      0.0000769320
 3600.5      0.0000769262
 3600.6      0.0000769205
 3600.7      0.0000769148
 3600.8      0.0000769090
 3600.9      0.0000769033
 3601.0      0.0000768975
 3601.1      0.0000768917
 3601.2      0.0000768859
 3601.3      0.0000768801
 3601.4      0.0000768743
 3601.5      0.0000768685
 3601.6      0.0000768627
 3601.7      0.0000768569
 3601.8      0.0000768511
 3601.9      0.0000768453
 3602.0      0.0000768395
 3602.1      0.0000768338
 3602.2      0.0000768280
 3602.3      0.0000768223
 3602.4      0.0000768166
 3602.5      0.0000768109
 3602.6      0.0000768052
 3602.7      0.0000767995
 3602.8      0.0000767938
 3602.9      0.0000767881
 3603.0      0.0000767824
 3603.1      0.0000767766
 3603.2      0.0000767709
 3603.3      0.0000767651
 3603.4      0.0000767594
 3603.5      0.0000767536
 3603.6      0.0000767478
 3603.7      0.0000767421
 3603.8      0.0000767363
 3603.9      0.0000767305
 3604.0      0.0000767247
 3604.1      0.0000767190
 3604.2      0.0000767132
 3604.3      0.0000767075
 3604.4      0.0000767018
 3604.5      0.0000766960
 3604.6      0.0000766902
 3604.7      0.0000766845
 3604.8      0.0000766787
 3604.9      0.0000766730
 3605.0      0.0000766672
 3605.1      0.0000766614
 3605.2      0.0000766556
 3605.3      0.0000766498
 3605.4      0.0000766439
 3605.5      0.0000766381
 3605.6      0.0000766323
 3605.7      0.0000766265
 3605.8      0.0000766207
 3605.9      0.0000766149
 3606.0      0.0000766091
 3606.1      0.0000766034
 3606.2      0.0000765976
 3606.3      0.0000765919
 3606.4      0.0000765862
 3606.5      0.0000765805
 3606.6      0.0000765748
 3606.7      0.0000765691
 3606.8      0.0000765634
 3606.9      0.0000765577
 3607.0      0.0000765519
 3607.1      0.0000765462
 3607.2      0.0000765404
 3607.3      0.0000765346
 3607.4      0.0000765288
 3607.5      0.0000765231
 3607.6      0.0000765173
 3607.7      0.0000765115
 3607.8      0.0000765057
 3607.9      0.0000765000
 3608.0      0.0000764942
 3608.1      0.0000764885
 3608.2      0.0000764828
 3608.3      0.0000764771
 3608.4      0.0000764714
 3608.5      0.0000764657
 3608.6      0.0000764600
 3608.7      0.0000764543
 3608.8      0.0000764486
 3608.9      0.0000764429
 3609.0      0.0000764371
 3609.1      0.0000764314
 3609.2      0.0000764256
 3609.3      0.0000764198
 3609.4      0.0000764141
 3609.5      0.0000764083
