# B5V spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000970985
 3600.1      0.0000970926
 3600.2      0.0000970868
 3600.3      0.0000970810
 3600.4      0.0000970752
 3600.5      0.0000970694
 3600.6      0.0000970635
 3600.7      0.0000970577
 3600.8      0.0000970519
 3600.9      0.0000970461
 3601.0      0.0000970402
 3601.1      0.0000970344
 3601.2      0.0000970285
 3601.3      0.0000970227
 3601.4      0.0000970168
 3601.5      0.0000970110
 3601.6      0.0000970051
 3601.7      0.0000969993
 3601.8      0.0000969934
 3601.9      0.0000969876
 3602.0      0.0000969817
 3602.1      0.0000969759
 3602.2      0.0000969701
 3602.3      0.0000969642
 3602.4      0.0000969584
 3602.5      0.0000969526
 3602.6      0.0000969468
 3602.7      0.0000969410
 3602.8      0.0000969352
 3602.9      0.0000969294
 3603.0      0.0000969235
 3603.1      0.0000969177
 3603.2      0.0000969119
 3603.3      0.0000969060
 3603.4      0.0000969002
 3603.5      0.0000968943
 3603.6      0.0000968885
 3603.7      0.0000968827
 3603.8      0.0000968768
 3603.9      0.0000968710
 3604.0      0.0000968651
 3604.1      0.0000968593
 3604.2      0.0000968534
 3604.3      0.0000968476
 3604.4      0.0000968417
 3604.5      0.0000968359
 3604.6      0.0000968301
 3604.7      0.0000968242
 3604.8      0.0000968184
 3604.9      0.0000968126
 3605.0      0.0000968067
 3605.1      0.0000968009
 3605.2      0.0000967950
 3605.3      0.0000967892
 3605.4      0.0000967834
 3605.5      0.0000967775
 3605.6      0.0000967717
 3605.7      0.0000967659
 3605.8      0.0000967600
 3605.9      0.0000967542
 3606.0      0.0000967484
 3606.1      0.0000967425
 3606.2      0.0000967367
 3606.3      0.0000967309
 3606.4      0.0000967250
 3606.5      0.0000967192
 3606.6      0.0000967133
 3606.7      0.0000967075
 3606.8      0.0000967017
 3606.9      0.0000966959
 3607.0      0.0000966901
 3607.1      0.0000966843
 3607.2      0.0000966785
 3607.3      0.0000966727
 3607.4      0.0000966669
 3607.5      0.0000966611
 3607.6      0.0000966553
 3607.7      0.0000966495
 3607.8      0.0000966437
 3607.9      0.0000966379
 3608.0      0.0000966321
 3608.1      0.0000966263
 3608.2      0.0000966204
 3608.3      0.0000966146
 3608.4      0.0000966087
 3608.5      0.0000966028
 3608.6      0.0000965970
 3608.7      0.0000965911
 3608.8      0.0000965852
 3608.9      0.0000965794
 3609.0      0.0000965735
 3609.1      0.0000965679
 3609.2      0.0000965623
 3609.3      0.0000965567
 3609.4      0.0000965512
 3609.5      0.0000965455
 3609.6      0.0000965398
 3609.7      0.0000965340
 3609.8      0.0000965280
 3609.9      0.0000965219
 3610.0      0.0000965157
 3610.1      0.0000965091
 3610.2      0.0000965024
 3610.3      0.0000964955
 3610.4      0.0000964885
 3610.5      0.0000964813
 3610.6      0.0000964741
 3610.7      0.0000964669
 3610.8      0.0000964596
 3610.9      0.0000964524
 3611.0      0.0000964451
 3611.1      0.0000964381
 3611.2      0.0000964310
 3611.3      0.0000964240
 3611.4      0.0000964170
 3611.5      0.0000964099
 3611.6      0.0000964029
 3611.7      0.0000963958
 3611.8      0.0000963888
 3611.9      0.0000963817
 3612.0      0.0000963746
 3612.1      0.0000963675
 3612.2      0.0000963604
 3612.3      0.0000963533
 3612.4      0.0000963462
 3612.5      0.0000963391
 3612.6      0.0000963320
 3612.7      0.0000963249
 3612.8      0.0000963178
 3612.9      0.0000963107
 3613.0      0.0000963036
 3613.1      0.0000962965
 3613.2      0.0000962895
 3613.3      0.0000962824
 3613.4      0.0000962754
 3613.5      0.0000962683
 3613.6      0.0000962613
 3613.7      0.0000962543
 3613.8      0.0000962472
 3613.9      0.0000962402
 3614.0      0.0000962332
 3614.1      0.0000962262
 3614.2      0.0000962191
 3614.3      0.0000962121
 3614.4      0.0000962051
 3614.5      0.0000961981
 3614.6      0.0000961910
 3614.7      0.0000961840
 3614.8      0.0000961770
 3614.9      0.0000961699
 3615.0      0.0000961629
 3615.1      0.0000961558
 3615.2      0.0000961488
 3615.3      0.0000961417
 3615.4      0.0000961346
 3615.5      0.0000961276
 3615.6      0.0000961205
 3615.7      0.0000961134
 3615.8      0.0000961064
 3615.9      0.0000960993
 3616.0      0.0000960923
 3616.1      0.0000960852
 3616.2      0.0000960782
 3616.3      0.0000960712
 3616.4      0.0000960642
 3616.5      0.0000960572
 3616.6      0.0000960501
 3616.7      0.0000960431
 3616.8      0.0000960361
 3616.9      0.0000960291
 3617.0      0.0000960221
 3617.1      0.0000960150
 3617.2      0.0000960080
 3617.3      0.0000960009
 3617.4      0.0000959939
 3617.5      0.0000959868
 3617.6      0.0000959798
 3617.7      0.0000959727
 3617.8      0.0000959657
 3617.9      0.0000959587
 3618.0      0.0000959516
 3618.1      0.0000959446
 3618.2      0.0000959376
 3618.3      0.0000959306
 3618.4      0.0000959236
 3618.5      0.0000959166
 3618.6      0.0000959096
 3618.7      0.0000959026
 3618.8      0.0000958956
 3618.9      0.0000958886
 3619.0      0.0000958815
 3619.1      0.0000958745
 3619.2      0.0000958675
 3619.3      0.0000958604
 3619.4      0.0000958534
 3619.5      0.0000958463
 3619.6      0.0000958393
 3619.7      0.0000958323
 3619.8      0.0000958252
 3619.9      0.0000958182
 3620.0      0.0000958111
 3620.1      0.0000958041
 3620.2      0.0000957971
 3620.3      0.0000957900
 3620.4      0.0000957830
 3620.5      0.0000957760
 3620.6      0.0000957689
 3620.7      0.0000957619
 3620.8      0.0000957549
 3620.9      0.0000957479
 3621.0      0.0000957409
 3621.1      0.0000957339
 3621.2      0.0000957269
 3621.3      0.0000957199
 3621.4      0.0000957129
 3621.5      0.0000957059
 3621.6      0.0000956989
 3621.7      0.0000956920
 3621.8      0.0000956850
 3621.9      0.0000956780
 3622.0      0.0000956710
 3622.1      0.0000956639
 3622.2      0.0000956569
 3622.3      0.0000956498
 3622.4      0.0000956428
 3622.5      0.0000956357
 3622.6      0.0000956286
 3622.7      0.0000956216
 3622.8      0.0000956145
 3622.9      0.0000956075
 3623.0      0.0000956004
 3623.1      0.0000955934
 3623.2      0.0000955864
 3623.3      0.0000955794
 3623.4      0.0000955724
 3623.5      0.0000955653
 3623.6      0.0000955583
 3623.7      0.0000955513
 3623.8      0.0000955443
 3623.9      0.0000955374
 3624.0      0.0000955303
 3624.1      0.0000955233
 3624.2      0.0000955163
 3624.3      0.0000955093
 3624.4      0.0000955023
 3624.5      0.0000954953
 3624.6      0.0000954883
 3624.7      0.0000954813
 3624.8      0.0000954743
 3624.9      0.0000954673
 3625.0      0.0000954602
 3625.1      0.0000954532
 3625.2      0.0000954462
 3625.3      0.0000954391
 3625.4      0.0000954321
 3625.5      0.0000954251
 3625.6      0.0000954180
 3625.7      0.0000954110
 3625.8      0.0000954040
 3625.9      0.0000953970
 3626.0      0.0000953899
 3626.1      0.0000953829
 3626.2      0.0000953759
 3626.3      0.0000953689
 3626.4      0.0000953619
 3626.5      0.0000953549
 3626.6      0.0000953479
 3626.7      0.0000953409
 3626.8      0.0000953339
 3626.9      0.0000953269
 3627.0      0.0000953199
 3627.1      0.0000953130
 3627.2      0.0000953060
 3627.3      0.0000952991
 3627.4      0.0000952921
 3627.5      0.0000952852
 3627.6      0.0000952782
 3627.7      0.0000952713
 3627.8      0.0000952643
 3627.9      0.0000952574
 3628.0      0.0000952504
 3628.1      0.0000952434
 3628.2      0.0000952364
 3628.3      0.0000952294
 3628.4      0.0000952224
 3628.5      0.0000952153
 3628.6      0.0000952083
 3628.7      0.0000952013
 3628.8      0.0000951943
 3628.9      0.0000951872
 3629.0      0.0000951802
 3629.1      0.0000951728
 3629.2      0.0000951653
 3629.3      0.0000951578
 3629.4      0.0000951503
 3629.5      0.0000951430
 3629.6      0.0000951359
 3629.7      0.0000951290
 3629.8      0.0000951224
 3629.9      0.0000951162
 3630.0      0.0000951104
 3630.1      0.0000951053
 3630.2      0.0000951007
 3630.3      0.0000950964
 3630.4      0.0000950924
 3630.5      0.0000950886
 3630.6      0.0000950850
 3630.7      0.0000950816
 3630.8      0.0000950782
 3630.9      0.0000950748
 3631.0      0.0000950713
 3631.1      0.0000950673
 3631.2      0.0000950634
 3631.3      0.0000950594
 3631.4      0.0000950555
 3631.5      0.0000950515
 3631.6      0.0000950475
 3631.7      0.0000950436
 3631.8      0.0000950396
 3631.9      0.0000950357
 3632.0      0.0000950318
 3632.1      0.0000950279
 3632.2      0.0000950240
 3632.3      0.0000950201
 3632.4      0.0000950162
 3632.5      0.0000950124
 3632.6      0.0000950085
 3632.7      0.0000950046
 3632.8      0.0000950007
 3632.9      0.0000949969
 3633.0      0.0000949930
 3633.1      0.0000949890
 3633.2      0.0000949851
 3633.3      0.0000949811
 3633.4      0.0000949772
 3633.5      0.0000949733
 3633.6      0.0000949693
 3633.7      0.0000949654
 3633.8      0.0000949614
 3633.9      0.0000949575
 3634.0      0.0000949536
 3634.1      0.0000949497
 3634.2      0.0000949458
 3634.3      0.0000949419
 3634.4      0.0000949380
 3634.5      0.0000949342
 3634.6      0.0000949303
 3634.7      0.0000949264
 3634.8      0.0000949226
 3634.9      0.0000949187
 3635.0      0.0000949148
 3635.1      0.0000949109
 3635.2      0.0000949069
 3635.3      0.0000949030
 3635.4      0.0000948990
 3635.5      0.0000948951
 3635.6      0.0000948911
 3635.7      0.0000948872
 3635.8      0.0000948832
 3635.9      0.0000948793
 3636.0      0.0000948754
 3636.1      0.0000948714
 3636.2      0.0000948675
 3636.3      0.0000948636
 3636.4      0.0000948597
 3636.5      0.0000948558
 3636.6      0.0000948519
 3636.7      0.0000948480
 3636.8      0.0000948441
 3636.9      0.0000948402
 3637.0      0.0000948363
 3637.1      0.0000948324
 3637.2      0.0000948284
 3637.3      0.0000948245
 3637.4      0.0000948206
 3637.5      0.0000948166
 3637.6      0.0000948127
 3637.7      0.0000948087
 3637.8      0.0000948048
 3637.9      0.0000948009
 3638.0      0.0000947970
 3638.1      0.0000947931
 3638.2      0.0000947892
 3638.3      0.0000947854
 3638.4      0.0000947815
 3638.5      0.0000947776
 3638.6      0.0000947738
 3638.7      0.0000947699
 3638.8      0.0000947661
 3638.9      0.0000947622
 3639.0      0.0000947583
 3639.1      0.0000947544
 3639.2      0.0000947505
 3639.3      0.0000947465
 3639.4      0.0000947426
 3639.5      0.0000947386
 3639.6      0.0000947347
 3639.7      0.0000947307
 3639.8      0.0000947268
 3639.9      0.0000947229
 3640.0      0.0000947190
 3640.1      0.0000947151
 3640.2      0.0000947112
 3640.3      0.0000947073
 3640.4      0.0000947035
 3640.5      0.0000946996
 3640.6      0.0000946958
 3640.7      0.0000946920
 3640.8      0.0000946881
 3640.9      0.0000946843
 3641.0      0.0000946805
 3641.1      0.0000946767
 3641.2      0.0000946729
 3641.3      0.0000946691
 3641.4      0.0000946653
 3641.5      0.0000946615
 3641.6      0.0000946577
 3641.7      0.0000946539
 3641.8      0.0000946501
 3641.9      0.0000946463
 3642.0      0.0000946425
 3642.1      0.0000946386
 3642.2      0.0000946348
 3642.3      0.0000946309
 3642.4      0.0000946271
 3642.5      0.0000946232
 3642.6      0.0000946193
 3642.7      0.0000946155
 3642.8      0.0000946116
 3642.9      0.0000946077
 3643.0      0.0000946039
 3643.1      0.0000946000
 3643.2      0.0000945962
 3643.3      0.0000945923
 3643.4      0.0000945885
 3643.5      0.0000945846
 3643.6      0.0000945808
 3643.7      0.0000945769
 3643.8      0.0000945731
 3643.9      0.0000945693
 3644.0      0.0000945654
 3644.1      0.0000945616
 3644.2      0.0000945578
 3644.3      0.0000945539
 3644.4      0.0000945501
 3644.5      0.0000945462
 3644.6      0.0000945424
 3644.7      0.0000945386
 3644.8      0.0000945347
 3644.9      0.0000945309
 3645.0      0.0000945271
 3645.1      0.0000945233
 3645.2      0.0000945195
 3645.3      0.0000945156
 3645.4      0.0000945118
 3645.5      0.0000945080
 3645.6      0.0000945042
 3645.7      0.0000945004
 3645.8      0.0000944965
 3645.9      0.0000944927
 3646.0      0.0000944889
 3646.1      0.0000944850
 3646.2      0.0000944811
 3646.3      0.0000944772
 3646.4      0.0000944734
 3646.5      0.0000944695
 3646.6      0.0000944656
 3646.7      0.0000944617
 3646.8      0.0000944578
 3646.9      0.0000944539
 3647.0      0.0000944501
 3647.1      0.0000944462
 3647.2      0.0000944424
 3647.3      0.0000944385
 3647.4      0.0000944347
 3647.5      0.0000944308
 3647.6      0.0000944270
 3647.7      0.0000944232
 3647.8      0.0000944194
 3647.9      0.0000944155
 3648.0      0.0000944117
 3648.1      0.0000944079
 3648.2      0.0000944041
 3648.3      0.0000944004
 3648.4      0.0000943966
 3648.5      0.0000943928
 3648.6      0.0000943890
 3648.7      0.0000943852
 3648.8      0.0000943814
 3648.9      0.0000943777
 3649.0      0.0000943738
 3649.1      0.0000943711
 3649.2      0.0000943685
 3649.3      0.0000943658
 3649.4      0.0000943631
 3649.5      0.0000943600
 3649.6      0.0000943565
 3649.7      0.0000943524
 3649.8      0.0000943476
 3649.9      0.0000943420
 3650.0      0.0000943354
 3650.1      0.0000943271
 3650.2      0.0000943180
 3650.3      0.0000943079
 3650.4      0.0000942971
 3650.5      0.0000942858
 3650.6      0.0000942740
 3650.7      0.0000942620
 3650.8      0.0000942497
 3650.9      0.0000942376
 3651.0      0.0000942255
 3651.1      0.0000942145
 3651.2      0.0000942035
 3651.3      0.0000941924
 3651.4      0.0000941814
 3651.5      0.0000941704
 3651.6      0.0000941594
 3651.7      0.0000941484
 3651.8      0.0000941374
 3651.9      0.0000941264
 3652.0      0.0000941154
 3652.1      0.0000941044
 3652.2      0.0000940935
 3652.3      0.0000940825
 3652.4      0.0000940716
 3652.5      0.0000940606
 3652.6      0.0000940497
 3652.7      0.0000940388
 3652.8      0.0000940278
 3652.9      0.0000940169
 3653.0      0.0000940059
 3653.1      0.0000939949
 3653.2      0.0000939839
 3653.3      0.0000939729
 3653.4      0.0000939620
 3653.5      0.0000939509
 3653.6      0.0000939399
 3653.7      0.0000939289
 3653.8      0.0000939179
 3653.9      0.0000939070
 3654.0      0.0000938959
 3654.1      0.0000938850
 3654.2      0.0000938740
 3654.3      0.0000938630
 3654.4      0.0000938520
 3654.5      0.0000938411
 3654.6      0.0000938301
 3654.7      0.0000938191
 3654.8      0.0000938082
 3654.9      0.0000937972
 3655.0      0.0000937862
 3655.1      0.0000937753
 3655.2      0.0000937644
 3655.3      0.0000937534
 3655.4      0.0000937425
 3655.5      0.0000937315
 3655.6      0.0000937206
 3655.7      0.0000937097
 3655.8      0.0000936987
 3655.9      0.0000936878
 3656.0      0.0000936768
 3656.1      0.0000936658
 3656.2      0.0000936548
 3656.3      0.0000936438
 3656.4      0.0000936329
