# Starburst4 spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000975480
 3600.1      0.0000975610
 3600.2      0.0000975737
 3600.3      0.0000975861
 3600.4      0.0000975983
 3600.5      0.0000976102
 3600.6      0.0000976219
 3600.7      0.0000976333
 3600.8      0.0000976445
 3600.9      0.0000976554
 3601.0      0.0000976661
 3601.1      0.0000976766
 3601.2      0.0000976868
 3601.3      0.0000976969
 3601.4      0.0000977067
 3601.5      0.0000977163
 3601.6      0.0000977258
 3601.7      0.0000977351
 3601.8      0.0000977442
 3601.9      0.0000977531
 3602.0      0.0000977619
 3602.1      0.0000977705
 3602.2      0.0000977790
 3602.3      0.0000977873
 3602.4      0.0000977955
 3602.5      0.0000978035
 3602.6      0.0000978115
 3602.7      0.0000978193
 3602.8      0.0000978270
 3602.9      0.0000978347
 3603.0      0.0000978422
 3603.1      0.0000978496
 3603.2      0.0000978570
 3603.3      0.0000978643
 3603.4      0.0000978715
 3603.5      0.0000978787
 3603.6      0.0000978858
 3603.7      0.0000978928
 3603.8      0.0000978999
 3603.9      0.0000979068
 3604.0      0.0000979138
 3604.1      0.0000979208
 3604.2      0.0000979277
 3604.3      0.0000979346
 3604.4      0.0000979415
 3604.5      0.0000979485
 3604.6      0.0000979554
 3604.7      0.0000979624
 3604.8      0.0000979694
 3604.9      0.0000979765
 3605.0      0.0000979836
 3605.1      0.0000979466
 3605.2      0.0000979074
 3605.3      0.0000978660
 3605.4      0.0000978228
 3605.5      0.0000977779
 3605.6      0.0000977317
 3605.7      0.0000976845
 3605.8      0.0000976363
 3605.9      0.0000975878
 3606.0      0.0000975388
 3606.1      0.0000974898
 3606.2      0.0000974412
 3606.3      0.0000973930
 3606.4      0.0000973456
 3606.5      0.0000972992
 3606.6      0.0000972541
 3606.7      0.0000972107
 3606.8      0.0000971690
 3606.9      0.0000971294
 3607.0      0.0000970922
 3607.1      0.0000970575
 3607.2      0.0000970259
 3607.3      0.0000969973
 3607.4      0.0000969721
 3607.5      0.0000969506
 3607.6      0.0000969331
 3607.7      0.0000969198
 3607.8      0.0000969109
 3607.9      0.0000969067
 3608.0      0.0000969076
 3608.1      0.0000969137
 3608.2      0.0000969253
 3608.3      0.0000969428
 3608.4      0.0000969662
 3608.5      0.0000969960
 3608.6      0.0000970325
 3608.7      0.0000970756
 3608.8      0.0000971260
 3608.9      0.0000971836
 3609.0      0.0000972490
 3609.1      0.0000973223
