# K4V spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000206241
 3600.1      0.0000206694
 3600.2      0.0000207147
 3600.3      0.0000207600
 3600.4      0.0000208052
 3600.5      0.0000208506
 3600.6      0.0000208959
 3600.7      0.0000209412
 3600.8      0.0000209865
 3600.9      0.0000210317
 3601.0      0.0000210770
 3601.1      0.0000211224
 3601.2      0.0000211676
 3601.3      0.0000212129
 3601.4      0.0000212581
 3601.5      0.0000213035
 3601.6      0.0000213488
 3601.7      0.0000213940
 3601.8      0.0000214393
 3601.9      0.0000214845
 3602.0      0.0000215298
 3602.1      0.0000215751
 3602.2      0.0000216203
 3602.3      0.0000216656
 3602.4      0.0000217108
 3602.5      0.0000217561
 3602.6      0.0000218014
 3602.7      0.0000218466
 3602.8      0.0000218919
 3602.9      0.0000219371
 3603.0      0.0000219823
 3603.1      0.0000220276
 3603.2      0.0000220728
 3603.3      0.0000221181
 3603.4      0.0000221632
 3603.5      0.0000222085
 3603.6      0.0000222537
 3603.7      0.0000222989
 3603.8      0.0000223441
 3603.9      0.0000223893
 3604.0      0.0000224345
 3604.1      0.0000224798
 3604.2      0.0000225249
 3604.3      0.0000225702
 3604.4      0.0000226153
 3604.5      0.0000226606
 3604.6      0.0000227059
 3604.7      0.0000227510
 3604.8      0.0000227962
 3604.9      0.0000228414
 3605.0      0.0000228866
 3605.1      0.0000229318
 3605.2      0.0000229769
 3605.3      0.0000230221
 3605.4      0.0000230672
 3605.5      0.0000231124
 3605.6      0.0000231576
 3605.7      0.0000232027
 3605.8      0.0000232479
 3605.9      0.0000232930
 3606.0      0.0000233382
 3606.1      0.0000233834
 3606.2      0.0000234285
 3606.3      0.0000234737
 3606.4      0.0000235188
 3606.5      0.0000235640
 3606.6      0.0000236092
 3606.7      0.0000236543
 3606.8      0.0000236995
 3606.9      0.0000237446
 3607.0      0.0000237897
 3607.1      0.0000238349
 3607.2      0.0000238800
 3607.3      0.0000239252
 3607.4      0.0000239702
 3607.5      0.0000240154
 3607.6      0.0000240606
 3607.7      0.0000241056
 3607.8      0.0000241508
 3607.9      0.0000241958
 3608.0      0.0000242410
 3608.1      0.0000242861
 3608.2      0.0000243311
 3608.3      0.0000243763
 3608.4      0.0000244213
 3608.5      0.0000244665
 3608.6      0.0000245116
 3608.7      0.0000245566
 3608.8      0.0000246018
 3608.9      0.0000246468
 3609.0      0.0000246919
 3609.1      0.0000247403
 3609.2      0.0000247890
 3609.3      0.0000248378
 3609.4      0.0000248860
 3609.5      0.0000249335
 3609.6      0.0000249797
 3609.7      0.0000250241
 3609.8      0.0000250664
 3609.9      0.0000251060
 3610.0      0.0000251427
 3610.1      0.0000251746
 3610.2      0.0000252035
 3610.3      0.0000252298
 3610.4      0.0000252539
