# O9V spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000444530
 3600.1      0.0000444483
 3600.2      0.0000444437
 3600.3      0.0000444390
 3600.4      0.0000444344
 3600.5      0.0000444297
 3600.6      0.0000444250
 3600.7      0.0000444204
 3600.8      0.0000444157
 3600.9      0.0000444110
 3601.0      0.0000444064
 3601.1      0.0000444017
 3601.2      0.0000443970
 3601.3      0.0000443924
 3601.4      0.0000443877
 3601.5      0.0000443831
 3601.6      0.0000443784
 3601.7      0.0000443738
 3601.8      0.0000443691
 3601.9      0.0000443644
 3602.0      0.0000443598
 3602.1      0.0000443551
 3602.2      0.0000443505
 3602.3      0.0000443458
 3602.4      0.0000443412
 3602.5      0.0000443365
 3602.6      0.0000443319
 3602.7      0.0000443272
 3602.8      0.0000443226
 3602.9      0.0000443179
 3603.0      0.0000443133
 3603.1      0.0000443086
 3603.2      0.0000443040
 3603.3      0.0000442993
 3603.4      0.0000442947
 3603.5      0.0000442900
 3603.6      0.0000442854
 3603.7      0.0000442807
 3603.8      0.0000442761
 3603.9      0.0000442714
 3604.0      0.0000442668
 3604.1      0.0000442622
 3604.2      0.0000442575
 3604.3      0.0000442529
 3604.4      0.0000442482
 3604.5      0.0000442436
 3604.6      0.0000442389
 3604.7      0.0000442343
 3604.8      0.0000442296
 3604.9      0.0000442250
 3605.0      0.0000442204
 3605.1      0.0000442157
 3605.2      0.0000442111
 3605.3      0.0000442064
 3605.4      0.0000442018
 3605.5      0.0000441972
 3605.6      0.0000441925
 3605.7      0.0000441879
 3605.8      0.0000441833
 3605.9      0.0000441786
 3606.0      0.0000441740
 3606.1      0.0000441694
 3606.2      0.0000441647
 3606.3      0.0000441601
 3606.4      0.0000441555
 3606.5      0.0000441508
 3606.6      0.0000441462
 3606.7      0.0000441416
 3606.8      0.0000441370
 3606.9      0.0000441323
 3607.0      0.0000441277
 3607.1      0.0000441230
 3607.2      0.0000441184
 3607.3      0.0000441137
 3607.4      0.0000441091
 3607.5      0.0000441044
 3607.6      0.0000440998
 3607.7      0.0000440952
 3607.8      0.0000440905
 3607.9      0.0000440859
 3608.0      0.0000440812
 3608.1      0.0000440766
 3608.2      0.0000440720
 3608.3      0.0000440673
 3608.4      0.0000440627
 3608.5      0.0000440581
 3608.6      0.0000440534
 3608.7      0.0000440488
 3608.8      0.0000440442
 3608.9      0.0000440396
 3609.0      0.0000440350
 3609.1      0.0000440303
 3609.2      0.0000440257
 3609.3      0.0000440210
 3609.4      0.0000440164
 3609.5      0.0000440118
 3609.6      0.0000440071
 3609.7      0.0000440026
 3609.8      0.0000439981
 3609.9      0.0000439936
 3610.0      0.0000439892
 3610.1      0.0000439848
 3610.2      0.0000439805
 3610.3      0.0000439763
 3610.4      0.0000439721
 3610.5      0.0000439679
 3610.6      0.0000439638
 3610.7      0.0000439597
 3610.8      0.0000439556
 3610.9      0.0000439515
 3611.0      0.0000439474
 3611.1      0.0000439433
 3611.2      0.0000439391
 3611.3      0.0000439350
 3611.4      0.0000439309
 3611.5      0.0000439268
 3611.6      0.0000439227
 3611.7      0.0000439186
 3611.8      0.0000439144
 3611.9      0.0000439103
 3612.0      0.0000439062
 3612.1      0.0000439021
 3612.2      0.0000438980
 3612.3      0.0000438939
 3612.4      0.0000438897
 3612.5      0.0000438856
 3612.6      0.0000438815
 3612.7      0.0000438774
 3612.8      0.0000438732
 3612.9      0.0000438691
 3613.0      0.0000438650
 3613.1      0.0000438609
 3613.2      0.0000438568
 3613.3      0.0000438527
 3613.4      0.0000438486
 3613.5      0.0000438445
 3613.6      0.0000438404
 3613.7      0.0000438364
 3613.8      0.0000438323
 3613.9      0.0000438282
 3614.0      0.0000438241
 3614.1      0.0000438200
 3614.2      0.0000438159
 3614.3      0.0000438117
 3614.4      0.0000438076
 3614.5      0.0000438035
 3614.6      0.0000437994
 3614.7      0.0000437953
 3614.8      0.0000437912
 3614.9      0.0000437871
 3615.0      0.0000437829
 3615.1      0.0000437788
 3615.2      0.0000437747
 3615.3      0.0000437706
 3615.4      0.0000437665
 3615.5      0.0000437624
 3615.6      0.0000437583
 3615.7      0.0000437542
 3615.8      0.0000437501
 3615.9      0.0000437460
 3616.0      0.0000437419
 3616.1      0.0000437378
 3616.2      0.0000437337
 3616.3      0.0000437295
 3616.4      0.0000437254
 3616.5      0.0000437213
 3616.6      0.0000437172
 3616.7      0.0000437131
 3616.8      0.0000437089
 3616.9      0.0000437048
 3617.0      0.0000437007
 3617.1      0.0000436966
 3617.2      0.0000436925
 3617.3      0.0000436885
 3617.4      0.0000436844
 3617.5      0.0000436803
 3617.6      0.0000436762
 3617.7      0.0000436722
 3617.8      0.0000436681
 3617.9      0.0000436640
 3618.0      0.0000436599
 3618.1      0.0000436558
 3618.2      0.0000436517
 3618.3      0.0000436476
 3618.4      0.0000436435
 3618.5      0.0000436394
 3618.6      0.0000436353
 3618.7      0.0000436312
 3618.8      0.0000436271
 3618.9      0.0000436230
 3619.0      0.0000436189
 3619.1      0.0000436148
 3619.2      0.0000436107
 3619.3      0.0000436066
 3619.4      0.0000436025
 3619.5      0.0000435984
 3619.6      0.0000435943
 3619.7      0.0000435902
 3619.8      0.0000435861
 3619.9      0.0000435820
 3620.0      0.0000435779
 3620.1      0.0000435738
 3620.2      0.0000435697
 3620.3      0.0000435656
 3620.4      0.0000435615
 3620.5      0.0000435574
 3620.6      0.0000435533
 3620.7      0.0000435492
 3620.8      0.0000435451
 3620.9      0.0000435410
 3621.0      0.0000435369
 3621.1      0.0000435328
 3621.2      0.0000435287
 3621.3      0.0000435246
 3621.4      0.0000435206
 3621.5      0.0000435165
 3621.6      0.0000435124
 3621.7      0.0000435083
 3621.8      0.0000435042
 3621.9      0.0000435001
 3622.0      0.0000434960
 3622.1      0.0000434919
 3622.2      0.0000434878
 3622.3      0.0000434837
 3622.4      0.0000434796
 3622.5      0.0000434755
 3622.6      0.0000434714
 3622.7      0.0000434673
 3622.8      0.0000434633
 3622.9      0.0000434592
 3623.0      0.0000434551
