# Starburst3 spectrum, area normalized to unity (12/Nov/2013, CEM).
#  Lambda (AA)   f(lambda)
 3600.0      0.0000986668
 3600.1      0.0000986004
 3600.2      0.0000985332
 3600.3      0.0000984647
 3600.4      0.0000983954
 3600.5      0.0000983250
 3600.6      0.0000982536
 3600.7      0.0000981816
 3600.8      0.0000981087
 3600.9      0.0000980351
 3601.0      0.0000979607
 3601.1      0.0000978857
 3601.2      0.0000978102
 3601.3      0.0000977340
 3601.4      0.0000976575
 3601.5      0.0000975804
 3601.6      0.0000975029
 3601.7      0.0000974252
 3601.8      0.0000973471
 3601.9      0.0000972689
 3602.0      0.0000971903
 3602.1      0.0000971116
 3602.2      0.0000970330
 3602.3      0.0000969542
 3602.4      0.0000968756
 3602.5      0.0000967968
 3602.6      0.0000967182
 3602.7      0.0000966399
 3602.8      0.0000965617
 3602.9      0.0000964839
 3603.0      0.0000964062
 3603.1      0.0000963289
 3603.2      0.0000962522
 3603.3      0.0000961758
 3603.4      0.0000961002
 3603.5      0.0000960249
 3603.6      0.0000959502
 3603.7      0.0000958763
 3603.8      0.0000958031
 3603.9      0.0000957307
 3604.0      0.0000956590
 3604.1      0.0000955882
 3604.2      0.0000955185
 3604.3      0.0000954496
 3604.4      0.0000953819
 3604.5      0.0000953151
 3604.6      0.0000952495
 3604.7      0.0000951851
 3604.8      0.0000951219
 3604.9      0.0000950601
 3605.0      0.0000949994
 3605.1      0.0000949301
 3605.2      0.0000948613
 3605.3      0.0000947926
 3605.4      0.0000947246
 3605.5      0.0000946569
 3605.6      0.0000945897
 3605.7      0.0000945233
 3605.8      0.0000944575
 3605.9      0.0000943925
 3606.0      0.0000943283
 3606.1      0.0000942648
 3606.2      0.0000942025
 3606.3      0.0000941410
 3606.4      0.0000940808
 3606.5      0.0000940215
 3606.6      0.0000939634
 3606.7      0.0000939068
 3606.8      0.0000938513
 3606.9      0.0000937973
 3607.0      0.0000937446
 3607.1      0.0000936935
 3607.2      0.0000936440
 3607.3      0.0000935961
 3607.4      0.0000935500
 3607.5      0.0000935056
 3607.6      0.0000934630
 3607.7      0.0000934223
 3607.8      0.0000933836
 3607.9      0.0000933469
 3608.0      0.0000933123
 3608.1      0.0000932798
 3608.2      0.0000932496
 3608.3      0.0000932216
 3608.4      0.0000931960
 3608.5      0.0000931728
 3608.6      0.0000931520
 3608.7      0.0000931338
 3608.8      0.0000931181
 3608.9      0.0000931052
 3609.0      0.0000930949
 3609.1      0.0000930875
 3609.2      0.0000930829
 3609.3      0.0000930812
 3609.4      0.0000930825
 3609.5      0.0000930868
 3609.6      0.0000930942
 3609.7      0.0000931048
 3609.8      0.0000931187
 3609.9      0.0000931358
